电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,,,,,,,,,,,,,
动物奇门功夫,3027000,13000,96000,4114,44000,动物自然,9.6,370,已完结, 全20集,2,72,简介：动物的很多行为总是令人难以置信，但是你有想过他们为什么会这样吗？来自唐顿庄园的休·博内威利将带您了解这些自然界最匪夷所思的问题。例如，萤火虫在黑暗中如何会发光？大象能用脚听声音？电鳗会发电，但为什么电不到自己？为什么狗要摇尾巴？为什么企鹅的脚不会被冻坏？从广阔的非洲大草原到亚马逊热带雨林深处，本系列节目将带您走遍世界，了解令人赞叹的动物行为。通过最新的科学发现独特的实验，我们将了解动物们千奇百怪的癖好和习性。了解动物王国的内部运作，揭示令人难以置信的秘密。,,,,,,,,,,,,
龙珠Z：复活的弗利萨,6184000,57000,270000,11000,31000,动画动作,7.9,2182,93,8,507,简介：许多年前，宇宙最大魔王弗利萨接连败在超级赛亚人之手，他的残党欲孽则流浪宇宙之中寻找那美克星人的新定居点，以期将弗利萨再度复活。几经周折，军队代理索尔贝利用地球的龙珠把弗利萨带回人间，而这个刚刚复活不久的魔王很快展开了他的复仇计划。半年之后，浩浩荡荡的弗利萨大军降临地球，悟饭、比克大魔王、克林、天津饭、武天老师挺身而出，而孙悟空和贝吉塔则正跟随维斯在遥远的宇宙深处接受试炼。危机时刻，地球被入侵的消息终于传到维斯和比鲁斯那里，悟空、贝吉塔即将与他们宿命中的冤家再度展开对决……,,,,,,,,,,,,,
原始生活21天,6785000,86000,715000,3446,67000,探险自然,8.3,150,连载中, 每周六18:30更新,3,24,简介：《原始生活21天》将“适者生存”这句话提升到最新境界。每一周都有一对互不相识的男女身陷世界最极端的气候环境中。每一对双人组都会面对没有食物、没有衣服、没有水的孤立无援处境。他们必须自立求生21天，手中仅有一项个人物品，唯一可以凭靠的是他们的求生知识。这些英勇大胆的男女必须尽快熟悉彼此，探索周遭环境，他们先前学到的求生技巧和本能都将受到质疑和考验。,,,,,,,,,,,,
爱在黎明破晓前,3323000,33000,348000,20000,37000,剧情爱情,9.7,2913,100,14,617,简介：美国青年杰西（伊桑·霍克 饰）在火车上偶遇了法国女学生塞琳娜（朱莉·德尔佩 饰），两人在火车上交谈甚欢。当火车到达维也纳时，杰西盛情邀请塞琳娜一起在维也纳游览一番，即使杰西翌日便要坐飞机离开。与杰西一见钟情的塞琳娜接受了杰西的邀请。他们一边游览城市，一边谈论着彼此的过去 ，彼此对生活的感想，两人了解越加深刻。他们非常珍惜这美妙的晚上，这对恋人一起经历了很多浪漫的经历因为他们约定在半年后再见，而此次约会将会在日出之间结束……,,,,,,,,,,,,,
体内怪物 第六季,6839000,34000,1042000,4635,45000,医疗灾难,9.5,291,已完结, 全10集,0,72,简介：寄生或病毒攻击就像身体内狂暴的过山车，能导致骇人的有时甚至是致命的变化。生物学家丹·里斯金作为本次节目的主持人，在这12集系列节目中将从科学的视角出发，生动地讲述病人因身体不知不觉遭到入侵而饱受折磨的故事。,,,,,,,,,,,,
碟中谍,4635000,48000,488000,14000,26000,动作惊悚冒险,9.6,2708,110,1,465,简介：中情局向以吉姆为首的特工小组发来指令，一名特工人员已经叛国，将在布拉格的领事馆窃取中情局在东欧潜伏的特工名单，一旦落入坏人手中，后果将不堪设想。他们奉命获取该特工窃取情报的证据，并将其与买家逮捕。很快，在吉姆的策划下，一线主力伊森·亨特和其他几名成员全部到位，不过当计划进行到一半时，情况突然急转直下，包括吉姆在内的小组成员相继殒命，情报失踪，只有伊森一人生还。精神几乎崩溃的伊森与上司见面，却因幸免遇难和帐户上突然多出的12万美元被指认为叛徒......,,,,,,,,,,,,,
万山剿匪记,113000,13,412,88,647,战争历史,暂无评分,评分人数不足,已完结, 全10集,0,0,简介：该剧是一部反映50年代初期风起云涌的广西剿匪战斗历史的电视剧，是对毛泽东、叶剑英、陶铸等老一辈无产阶级革命家对广西剿匪斗争的亲切关怀和为之建树的历史功绩的讴歌与缅怀！该剧是一部融纪实性、思想性、艺术性于一炉的历史剿匪战斗片。内涵丰富，情节扣人心弦，场面规模宏大，史料真实有很高的艺术创意。充分展现了那个年代南国边陲惊心动魄的剿匪故事和爱情故事。再现了广西剿匪党政军民团结奋战，为人民解放而流血牺牲的献身精神。对于宣传爱国主义教育和发扬优良传统有着重要的现实意义和历史意义。,,,,,,,,,,,,
喜羊羊与灰太狼之牛气冲天,5601000,41000,1453000,16000,43000,喜剧动画,9.6,3462,85,6,1185,简介：又是新的一年，灰太狼喜上加喜，和老婆红太狼得了宝贝儿子小灰灰。为了给至今未开羊荤的小灰灰打打牙祭，灰太狼再次踏上了前往羊村的征程。此时羊村正在举行百年庆典，但是村长慢羊羊的坐骑蜗牛突然出现异样，经验丰富的村长马上意识到100年前的瘟疫将再次席卷青青草原。为了拯救羊村、替村长排忧解难，喜羊羊他们利用缩小药水进入蜗牛的体内，而灰太狼也尾随而入。谁知他们却分别遭遇了白牛军和黑牛军，一场新的冒险由此展开……,,,,,,,,,,,,,
喜羊羊与灰太狼之虎虎生威,5968000,69000,1453000,22000,58000,动画喜剧,9.7,4952,88,11,1648,简介：在一个月黑风高的夜晚，灰太狼和一众同伴相约，杀进羊村捕捉小肥羊，为老婆和孩子送上情人节的饕餮大宴——涮羊锅。与此同时，羊村正在举行大白菜成功培育一千周年的庆典，节日的欢乐气氛却被突如其来的灰太狼所破坏。正当灰太狼与喜羊羊激战正酣之际，狂暴骄纵的虎威太岁率领众多手下来到羊村，扬言要在这里修建游乐场。转眼之间一座豪华的游乐场拔地而起，小肥羊们被迫沦为这里的工人，连高傲自大的灰太狼也难以幸免。面对这个突如其来的虎威太岁，喜羊羊和灰太狼被迫联手……,,,,,,,,,,,,,
喜羊羊与灰太狼之兔年顶呱呱,4586000,50000,1453000,12000,36000,喜剧动画,9.7,3053,87,2,963,简介：又是一年春节临近，灰太狼的心中却感受不到半点喜悦。反倒是无比悲凉，老婆红太狼身怀六甲，小灰灰日渐长大，嗷嗷待哺。偏偏灰太狼逮羊的业绩太差，狼堡因此遭到强拆。种种变故，让这个四口之家的顶梁柱叫苦不迭。为了扭转局势，灰太狼带领老婆孩子向羊村开始了绝地大反攻。与此同时，青青草原迎来了不速之客——来自月球的兔小弟。从他的口中，羊羊们得知原本为五彩斑斓的糖果所包围的月球被邪恶的苦瓜大王所占领，而喜羊羊更知晓了关于父母的一切。为了找回美丽的糖果世界，羊羊们随着兔小弟飞赴月球，而灰太狼一家也阴差阳错被带了过去。一...,,,,,,,,,,,,,
喜羊羊与灰太狼之开心闯龙年,2998000,31000,1453000,7598,23000,喜剧动画,9.4,1819,87,2,470,简介：平静的一天，喜羊羊、沸羊羊在追逐一个神秘之人的过程中遭到了灰太狼以及恐怖的机械龙的攻击。在此之后，他们得到来自龙乐园的5个小家伙：变色龙、钻地龙、朦龙龙、七窍玲龙和轰龙龙的救助。从小龙的口中得知，龙乐园遭到机械龙无情的袭击，另一国度的危机也间接影响到了宁静祥和的青青大草原。与此同时，喜羊羊的父母也在时空旅行中遭遇意外。为了让龙乐园和青青大草原恢复原状，也为了拯救智羊羊和丽羊羊，羊村的小伙伴全副武装前往龙乐园寻找传说中的龙笛。原本打算去丈母娘家避难的灰太狼，也意外卷入了这场新的冒险之中……,,,,,,,,,,,,,
大理寺日志,160000000,1899000,3984000,1711000,870000,漫画改战斗搞笑古风,9.8,116448,已完结, 全12话,249,44528,简介：在唐朝武明空统治时期，以主管全国大案要案的大理寺为舞台，讲述大理寺众人，在白猫少卿李饼的带领下，展开各种惊心动魄的破案冒险，向命运反抗，坚守自己内心正义的故事。,,,,,,,,,,,,
无怨无悔,69000,526,502,15,6033,悬疑刑侦,暂无评分,评分人数不足,已完结, 全20集,0,1,简介：《无怨无悔》继《大江东去》何政军、赵恒煊联袂演绎缉毒、扫黑又一巨作！国际贩毒集团潜入境内，黑恶势力助纣为虐！警方内线接连被杀！扫毒、扫黑行动立即展开……誓挖幕后秘秘首脑！！！兴安市发生一起凶杀案，浑身血污的谷少刚神情麻木的到派出所自首：我杀了人，我杀了人……情杀？！还是谋杀？！公安局重案队队长苏国强和他的探员们奉命前往调查。与此同时，兴安市公安局接到命令：一个跨国贩毒集团，正在兴安市秘密筹划开辟一条国际贩毒通道。经多方调查，这个国际集团在中国的联系人，正是凶杀案中已经死去的辛森。唯一的线索又中断了…...,,,,,,,,,,,,
无私的爱,52000,289,179,257,41000,剧情,暂无评分,评分人数不足,已完结, 全36集,0,0,简介： 剧情片,,,,,,,,,,,,
飘落的红丝线,75000,77,320,116,608,悬疑刑侦,暂无评分,评分人数不足,已完结, 全20集,0,0,简介：该剧讲述了江城码头，一场规模浩大围捕毒犯的行动正在极其隐蔽地展开，在收网之际，毒犯逃之夭夭。此案所涉及的范围之广、毒品数量之多以及案件本身的千里迢迢楀或然无前例，远超众人想像。缉毒刑警廖恒紧急受命侦破此案。一起跨国特大贩毒案由此初露端倪。,,,,,,,,,,,,
Top Gear 第28季,14336000,122000,996000,37000,53000,真人秀,9.5,2665,已完结, 全7集,1,525,简介：经过前一季的磨合，三位主持人Paddy McGuinness, Freddie Flintoff 和 Chris Harris渐入佳境。这一次，他们再次前往世界各地，为您带来全新的汽车盛宴和最惊险的旅程，更有大明星做客节目，笑声无限。,,,,,,,,,,,
东西两庄,166000,114,416,94,692,农村搞笑情感,暂无评分,评分人数不足,已完结, 全20集,0,0,简介：杜鹃从西庄改嫁到东庄，在搞好东庄蔬菜专业合作社的同时，又帮助西庄发展经济。展示了一位普通农村妇女高尚的人格魅力，展现了和谐社会下普通老百姓的幸福生活，讴歌当代好人精神。故事悬念迭起，妙趣横生，情理之中，意料之外，地方特色浓郁，主题积极向上。,,,,,,,,,,,,
小主安康－宠物医院2,36296000,383000,1316000,222000,406000,萌宠医疗动物,9.4,4474,已完结, 全8集,13,1052,简介：由哔哩哔哩出品、瀚叶传媒及大桔文创联合出品的《小主安康－宠物医院2》是国内首档宠物医疗观察类真人秀。 节目将视角聚焦于宠物医院，通过最真实的记录，呈现发生在医院内外形形色色的事件。与第一季不同的是，在第二季中，还会有更多异宠有趣故事、更多干货知识分享、更加真实深入体验、更全方位拍摄呈现，节目的拍摄场所也将打破医院的局限性，我们会走入百姓生活中，探访动物组织机构。,,,,,,,,,,,,
上升：我们一起飞上3万米高空,3572000,62000,102000,213000,86000,科技宇宙人文,9.9,14699,已完结, 全1集,10,3343,简介：由影视飓风团队摄制、出品的《探空气球》是一档高画质的科技类纪录片，本片以第一视角，记录下足够高质量的（8K分辨率、360°全景）近太空地球外貌画面影像，展现自然和天文的独特魅力。并通过幕后记录，讲述背后的创作经历和追梦故事，旨在传播科学和探索魅力，传递追逐梦想的力量和精神。,,,,,,,,,,,,
求职之路,264000,1716,18000,388,21000,人文社会,暂无评分,评分人数不足,已完结, 全11集,0,13,简介：方寸之间的面试间，求职者竞争进入英国规模最大最知名的公司，试图得到梦寐以求的工作。,,,,,,,,,,,,
苦乐村官,678000,4843,2056,301,1327,剧情农村,暂无评分,评分人数不足,已完结, 全30集,1,7,简介：意外出名的农民歌手万喜，衣锦还乡后被乡亲们选为村长。万喜本想在村里大干一场帮助大伙脱贫致富，没想到乡亲们根本不想改变现状，只想利用他的名气多要点救济款。万喜不愿当个“要饭”村官，他顶住压力大力发展特色农牧业，却遭遇种种困难与挫折。万喜疲于应付，幸好他的初恋杏花帮忙解决了不少难题，这也引起了万喜媳妇梅花的误会。收获季节，农产品滞销，乡亲们责怪万喜无能想换个村长。万喜说服乡亲们让他试用几个月，发誓让大伙挣得比扶贫款多几倍。为了实现对乡亲们的承诺，万喜聘请了女大学生田欣帮助大伙利用互联网卖农产品。在众人的...,,,,,,,,,,,,
甜蜜的生活,120000,3215,113000,669,1006,剧情喜剧,9.2,110,174,0,20,简介：八卦记者马切洛原本的志向是要成为一名作家，却因为新闻工作关系，常穿梭在政商名流之间，过着堕落且糜烂的生活。一日，他和一位美丽女子共渡春宵后，回家发现女友为他吞药自杀身亡，马切洛的悲伤没有太久，因为他又赶着到机场迎接影星西尔维娅到来，而接下来的几天，他们必需要作贴身采访…,,,,,,,,,,,,,
橡树岛诅咒之谜 第五季,3881000,807,15000,676,39000,探险神秘,暂无评分,评分人数不足,已完结, 全20集,0,15,简介：北大西洋有一座神秘岛屿，200多年来人们一直在岛上寻找宝藏。到目前为止，已有6人为了解开这个其谜团而丧生，根据传说，在宝藏被发现之前，还有一人会牺牲。橡树岛200多年的寻宝活动如今开创了新高度，让我们擦亮眼睛来见证本季中那些夺人眼球的发现。,,,,,,,,,,,,
塞西尔酒店恐怖故事,11348000,54000,340000,16000,53000,神秘罪案,8,859,已完结, 全3集,0,211,简介：洛杉矶塞西尔饭店（Cecil Hotel）在1924年开业不久后，一位客人在其房间自杀，自此开始了长达数十年的一连串谋杀，自杀或其他无法解释的死亡事件。仅仅是巧合，还是有潜在的力量将怪异、险恶的事件联系在一起？这是本调查性纪录片中探讨的问题。它探究了三起无法解释的事件，其中包括最引人注目的事件，是加拿大大学生艾丽莎·林（蓝可儿）的事件，她在2013年被淹死在酒店的水箱中。,,,,,,,,,,,,
本杰明·巴顿奇事,3769000,60000,275000,30000,41000,剧情爱情奇幻小说改,9.8,7589,166,33,1719,简介：飓风正在侵袭美国新奥尔良，一位病危的老妇睁开了她的睡眼。老妇名叫戴茜（凯特·布兰切特 饰），她叫女儿凯若琳为她阅读一本日记。这本日记的作者叫本杰明?巴顿（布拉德?皮特 饰）。本杰明出生在第一次世界大战停战之时，但生来便像个老人的他被父亲当作怪物，被遗弃在了养老院。本杰明在养老院与老人们一起生活。但谁都没有想到，本杰明逆向发育——越活越年轻...,,,,,,,,,,,,,
超完美谋杀案,1018000,7765,42000,1052,8155,犯罪惊悚,7.9,278,107,0,71,简介：翻拍自悬疑片大师希区柯克经典作品《电话谋杀案》。史蒂文·泰勒（迈克尔·道格拉斯 饰）身为一位叱咤华尔街的百万富豪，金钱和地位却始终无法令他满足，他渴望的是妻子艾米丽（格温妮斯·帕特洛 饰）的忠贞爱情，但却从来吝于表达自己对她的爱。美貌与才情兼备的艾米丽并不想成为丈夫身边的一只花瓶，工作之余她偶然结识了才华横溢的穷画家戴维·肖（维果·莫腾森 饰），从他那里尝到了丈夫不曾给过的爱恋激情。然而，频繁的幽会最终还是被泰勒察觉，妒火中烧加之妻子身后巨额保险金的诱惑，使泰勒渐渐萌生了杀妻之念，他精心策划了一起超完美谋杀...,,,,,,,,,,,,,
查理和巧克力工厂,7545000,175000,436000,47000,92000,喜剧奇幻冒险小说改,9.7,9983,115,17,2510,简介：威利?旺卡（约翰尼?德普 饰）是一位伟大的巧克力发明人和制造商，经营着全世界最大的巧克力工厂——旺卡巧克力工厂。那是座神秘的工厂，大门紧锁，15年来，从来没有看见有工人从大门进去或出来过，可是却能闻到浓郁的巧克力香味。工厂出产的旺卡牌巧克力销往世界各地，深受孩子们的喜爱。有一天，威利?旺卡先生贴出告示：他在出产的巧克力里面埋藏了五张金券，谁吃到了，就有机会参观工厂，还能得到足够吃一辈子的巧克力糖和其他糖果。小孩子们疯狂抢购，最终五个小客人成为幸运儿。 其中有一个小客人叫查理（弗莱迪?海默 饰）......,,,,,,,,,,,,,
血钻,2434000,38000,147000,10000,24000,剧情惊悚冒险,9.6,2446,143,7,439,简介：九十年代非洲塞拉利昂，连连战火使这片土地饱受摧残，非法钻石贸易日益猖獗。阿彻（莱昂纳多?迪卡普里奥 饰）是一个地道的战争贩子，靠倒卖战区钻石为生，他在监狱中无意得知渔夫所罗门手里有极品粉钻。意识到这是自己离开非洲的机会，出狱后，他找到所罗门，准备和他一起找出钻石，离开非洲。所罗门答应和阿彻合作，在叛军的控制范围内寻找钻石，并寻找儿子。两个截然不同的人，因为一颗血钻将命运联系在了一起。,,,,,,,,,,,,,
当人类变成猎物 第二季,352000,1168,26000,311,23000,探险自然动物,暂无评分,评分人数不足,连载中, 每周六 11:00更新,0,6,简介：野兽朋友 该片给你带来全球最大、最可怕的生物----从狮子到豹子，从斗犬到蟒蛇，从野外捕食的动物到一些人称之为宠物的凶猛野兽。看看人与野兽是怎么样一起相处。,,,,,,,,,,,,
雷峰塔英雄传,272000,4460,5329,1998,2138,古装剧情,暂无评分,评分人数不足,已完结, 全22集,1,19,简介：明嘉靖33年（公元1555年），倭寇猖獗，民不聊生，年少英俊的戚继光，一腔爱国热血，率领其“戚家军”痛击倭寇，手刃倭寇首领，大快民心。一时，“戚家军”威名远扬。戚继光成了朝廷的功臣，百姓口中的圣人，少女眼中的英雄。 不久，戚继光奉旨进京受赏，并等候新的战备调令。当时，朝中大权由奸臣严嵩一人...,,,,,,,,,,,,
今夜百乐门 ,8126000,121000,586000,13000,47000,脱口秀,9.5,905,已完结, 全12集,0,269,简介：《今夜百乐门》是东方卫视推出的一档全新场景喜剧综艺秀。该节目由一系列场景喜剧故事组成，每周都有不同的客座嘉宾和明星大咖加入，与金星和王祖蓝一同欢聚百乐门。,,,,,,,,,,,,
在那遥远的地方,122000,674,5926,570,1539,少儿励志,9.2,131,已完结, 全3话,0,61,简介：青海湖边生活着一群草原上的舞者——对角羚。族群中一直传说草原东头的铁路后面撼天动地“火神” ，虽然族群一直 被狼患威胁，却不敢越界。而族群中的小对角羚“莫吉”偏偏好奇心重，对“火神”颇感兴趣。在一次躲避狼袭的时候，受伤 的莫吉越过长老说的“危险线”（铁轨），来到了“火神”的地盘。被在此工作的科学家罗韧平父女所救。罗韧平爱弹钢琴， 莫吉沉迷罗韧平的琴声翩翩起舞。女儿罗静静却因琴艺不佳，不能打动莫吉。罗韧平工作神秘而繁忙，不经常回家。想念爸爸 的静静一心想弹出和爸爸一样优美的曲子让莫吉起舞，给父亲一个惊喜。该...,,,,,,,,,,,,
龙潭虎穴,571000,6093,18000,594,5917,剧情动作犯罪,8.2,207,101,0,44,简介：世间最珍贵的宝石非钻石莫属，引无数侠盗尽折腰，然而黑钻石的价值更是无可估量。以安东尼为首的侠盗帮正在潜入一幢大厦窃取稀世黑钻石，以交中间人并转卖给神秘买家，而他们的电话却被在另一头的特工苏（李连杰 饰）所窃听，并前来争夺黑钻。令安东尼始料不及的是，黑钻到手却使他们陷入四面楚歌的危险境地，业已谈妥的中间人被苏手刃，各方势力对黑钻又虎视眈眈，钻石的原主人还绑架了他女儿，以要挟他交出钻石……,,,,,,,,,,,,,
命定天堂,1115000,32000,9473,1154,2390,剧情情感,暂无评分,评分人数不足,已完结, 全35集,0,11,简介：阿丁（披拉·尼迪裴善官 Pirat Nipitpaisalkul 饰）是从小就生活在优渥环境之中的富家公子，过惯了养尊处优的生活，性格十分的嚣张和自私。某日，阿丁的父亲发现自己的妻子曾和他的仇人有过一段孽缘，两个人还生了一个儿子，阿丁的父亲决定对自己的家庭进行复仇。阿丁知道了自己还有一个同母异父的哥哥，不仅如此，他还将代替自己继承父亲的财产，这让阿丁怒不可遏。阿丁父亲的仇人还有一个女儿名叫特蕾莎（蓝蓝琳·德加莎·维 Lanlalin Tejasa Weckx 饰），她在机缘巧合之下爱上了阿丁，可是阿丁喜欢的却是名为诺万（莫茶诺·欣彩萍翩 Monchanok Saeng...,,,,,,,,,,,,
谁与争辉,711000,12000,5305,384,1975,家庭情感,暂无评分,评分人数不足,已完结, 全20集,0,9,简介：《征服太阳》是一部家族争产剧，透着泰国豪门的恩怨与是非。得先看看这个故事的缘起：泰国Soriyatit财团百货公司的庆典上，继承人Rang See与为活动演出的Saeng Laa一见钟情，两人互许终生。时隔不久，Rang See迫于家族压力与并不相爱的Bparn Rawee(NOK饰)结婚，婚后不久Rang See因车祸瘫痪，于是夫妻俩从孤儿院领养了Patgorn做为继承人。 Saeng Laa带着满腹的委屈到一个小镇生活，发现自己经怀有身孕，写信向Rang See求助不成，只能自己生下女儿Rang Rong(AOM饰)独自养育，过着清苦压抑的生活，常常借酒浇愁。20年后，Saeng Laa因酒精中毒去世...,,,,,,,,,,,,
妒海,3428000,92000,22000,1620,7623,情感悬疑,9.4,185,已完结, 全31集,1,91,简介：该剧讲述了寡妇Pavinee（薇妮)在Eka（艾卡林）家当保姆，每天面对雇主家的豪华生活和自己的困窘产生的强烈对比，心中渐渐生出不满，一心要改变自己贫穷的命运。一次Eka携全家出海游玩时遭遇暴风雨，妻子和女儿不慎落海，Pa目睹这一切却没有展开营救，一场阴谋由此展开。,,,,,,,,,,,,
爱的新生,751000,7568,4886,393,1736,剧情情感,暂无评分,评分人数不足,已完结, 全16集,0,7,简介：出于Pradtana Taratong\Nueng(Pim)父亲的愿望，她和Teeyot（Pong）结婚了。Nueng的父亲在Trat省拥有一个度假村，他是Teeyot的恩人，所以Teeyot愿意与Nueng结婚即使并不是出于爱。但是婚礼当晚Teeyot的前女友Nichada出现了，由于她丈夫的去世（被Nichada谋杀），她来求助Teeyot帮她在这里找一份工作。出于对Nichada的内疚之情，Teeyot同意Nichada留在度假村做他的私人助理。Nueng的贴身仆人Ratree并不信任Nichada因为她的怪异行为，于是她请Nueng小心观察Nichada。Nueng在Nichada的房间里发现了一个装有巨额现金的行李箱。Nueng于是去调查Nichad...,,,,,,,,,,,,
天使之恋,897000,6915,4596,679,2194,剧情情感,暂无评分,评分人数不足,已完结, 全28集,0,6,简介：家境富有的男主因为怀疑继母杀害了自己的孪生兄弟而离家出走。后来男主成为一名FBI因为任务要求其卧底打入黑帮。女主是一位美丽的空姐，由男主的继母资助养大。由于某些原因男女主结婚了，女主总是在男主要执行任务时打乱男主的计划，男主为此很恼火，但在两人的相处中慢慢有了感情，最后爱上了彼此。,,,,,,,,,,,,
爱的激情,1363000,10000,6353,255,2343,剧情情感,暂无评分,评分人数不足,已完结, 全20集,0,5,简介：剧集讲述的是一个家族企业的继承人德拉斯，因父亲娶了年轻女子巩琪取代母亲而一直怀恨在心，与父亲断绝关系。然而机缘巧合，德拉斯偶然中遇到了巩琪的侄女甘雅，两人在互不知身份的情况下相爱。但德拉斯在得知甘雅是巩琪的侄女的真相后感觉备受愚弄，于是开始了复仇。甘雅处处忍让，最终以真诚、善良化解了三人间的误会，有情人终成眷属。该剧不仅将上演豪门争斗中善与恶的终极对决，也有着最励志纯情的浪漫故事，以跌宕起伏百转千回的故事情节为观众呈现一段历经挫折、误解与辛酸，最终修成正果的爱情故事。,,,,,,,,,,,,
命定之爱,1038000,24000,6062,571,3251,剧情情感年代,暂无评分,评分人数不足,已完结, 全30集,0,21,简介：故事发生在一个名为坦塔的国家之中，因为坦塔的国力非常的薄弱，为了避免别国的进攻，国王决定将公主玛瑞莎拉嫁给卡斯奇的国王兰斯曼，然而，玛瑞莎拉得知兰斯曼是一个非常暴力和狡猾的人，于是在和亲的途中，她逃跑了。在逃亡的过程中，玛瑞莎拉邂逅了潘徒斯的王子泰斯通，仿佛抓住了救命稻草一般，玛瑞莎拉赖在了泰斯通的宫殿里不肯走，这可急坏了泰斯通的妹妹塔司卡公主。塔司卡公主在慌乱之中中了兰斯曼的诡计，被兰斯曼绑架囚禁在宫殿中，兰斯曼要求泰斯通交出玛瑞莎拉来交换。实际上，兰斯曼早已经深深的爱上了塔司卡。,,,,,,,,,,,,
偷心俏冤家,2276000,59000,13000,1222,4352,剧情情感搞笑,暂无评分,评分人数不足,已完结, 全43集,1,26,简介：冰娜侬（皮查雅·瓦塔那蒙迪里 Pechaya Wattanamontri 饰）是身份低微的厨娘的女儿，母女两人生活在苏的家中，受尽了这位苛刻又刻薄的女主人的欺侮和压迫。因为寄人篱下的尴尬身份，冰娜侬从来都没有反抗过苏。很快，苏便结婚了，她嫁给了一名富有的农场主，过上了养尊处优的优渥生活。苏将冰娜侬和她的母亲带到了新家，并指派冰娜侬成为了自己的侄子亚的佣人。很久之前，亚就深深的爱上了单纯善良的冰娜侬，这次重逢让两人之间的感情再度升级。可是，亚即将出国深造，面对注定的分离，冰娜侬决定守在家中，等待亚的学成归来。哪知道，这仅仅是...,,,,,,,,,,,,
凤阳小子朱元璋,779000,2549,4547,501,2287,历史古装,暂无评分,评分人数不足,已完结, 全20集,0,0,简介：少年朱元璋自幼贫寒，却为人正直勇武。元至四年， 淮北蝗灾甚重，其父不治而亡。为葬父而自卖其身，至马员外府放牛抵债。其间与马府小姐暗生爱意，后遭马府奸人嫉妒，无奈中只得出家为僧。不料命途多舛，在皇觉寺又遇恶僧，再次出走。师父海颠告其可投奔隐士刘伯温，以谋大计。不久，皇觉寺惨遭不测，寺破僧亡，朱元璋只身投奔濠州义军。义军头领郭子兴心胸狭隘，嫉贤妒能。经多次较量，朱元璋摆脱郭子兴，被众将士推举为帅，又联手天下贤人刘伯温，举起义旗。,,,,,,,,,,,,
铁证悬案：真实之门,4850000,105000,287000,6911,15000,悬疑剧情刑侦,9.1,1174,已完结, 全10集,13,245,简介：WOWOW开台25周年企划翻拍自人气同名美剧《铁证悬案（Cold Case）》，日本版将原先故事背景由美国费城移往日本神奈川县，讲述女警石川百合（吉田羊 饰）和她的小组重新发掘，分析证据，侦破多年以前发生的种种悬而未破的罪案，将真凶绳之以法，还受害者及家属以正义的故事。,,,,,,,,,,,,
铁证悬案：真实之门 第二季,3563000,65000,287000,3516,12000,悬疑剧情刑侦,9.6,660,已完结, 全9集,3,113,简介：“铁证悬案2~真实之门”翻拍自同名人气美剧，描述吉田羊饰演的女刑警所在的调查组追查悬而未决的案件，抽丝剥茧一步步接近真相的故事。第二季原班人马再度集结，加上豪华客串演出阵容和大规模制作，日本特有的时代感和厚重的案件主题吸引了众多关注。某日在一所大学地下挖出了白骨遗体，神奈川县警搜查一科的刑警石川百合（吉田羊）和高木信次郎（永山绚斗）前往现场和先行到达的金子彻（光石研）、立川大辅（泷藤贤一）汇合。通过遗体身上的学生证，证实被害人名为桥本诚司（吉村界人），1971年在参与学生和机动队激烈冲突的横须贺暴动后行踪...,,,,,,,,,,,,
聪明的顺溜 第二季,12028000,19000,46000,6510,17000,原创热血搞笑少儿,9.2,390,已完结, 全52话,1,125,简介：国内首部军事题材动漫电视剧《聪明的顺溜》由深圳环球数码影视文化公司和原济南军区政治部电视艺术中心联合制作。该剧改编自原济南军区《前卫报》自2011年起连载的热门专栏，以强国梦、强军梦为大的时代背景，讲述几位个性鲜明的90后，他们怀揣着不同的梦想和目的，从五湖四海出发，来到特战团，在训练演习和工作生活中，用机智克服困难、用妙招帮助战友、用勇气完成任务，最终训练成为顶尖特种兵的励志故事。,,,,,,,,,,,,
春满东方2020东方卫视春节晚会,6225000,43000,33000,25000,9729,晚会,9.5,1125,已完结, 全3集,1,638,简介：庚子新春将至，东方卫视将继续创新创优，为广大观众精心烹制春节荧屏盛宴，东方卫视春节晚会紧扣“幸福奔小康 奋进新时代”的主题，节目设置围绕“一场经典团聚、两组神仙搭档、三代热门金曲、四位榜样冠军、五大跨界喜剧”5大亮点精心设计。,,,,,,,,,,,,
美第奇家族：翡冷翠名门 第一季,3602000,95000,212000,9854,18000,剧情历史,9.7,1825,已完结, 全8集,11,382,简介：该剧是由理查德·麦登和达斯汀·霍夫曼主演的电视剧，讲述了意大利历史上著名的美第奇家族的故事。十五世纪早期佛罗伦萨，科西莫·德·梅迪奇的父亲乔瓦尼突然去世，他发现自己是银行王朝的掌舵人。柯西莫必须找出杀死父亲的凶手，保护家庭的财富和权力。在他弟弟的帮助下，杀死父亲的凶手逐渐浮出水面……,,,,,,,,,,,,
